name,count
JeremyCorbyn,53
TheresaMay,51
LabourParty,11
Manchesterterrorattack,14
Currency,7
UKGeneralElections,101
Brexit,17
ConservativeParty,13
SunSays,11
NorthernIreland,7
BorisJohnson,7
NigelFarage,7
PaulNuttall,7
UKIP,9
Labour,11
Explainers,23
IRA,7
NHS,7
Manchester,7
NationalLottery,10
Australia,10
Police,9
Guns,9
terror,6
London,11
DonaldTrump,10
USPresidentialElections,10
LondonBridgeAttack,34
Londonterrorattack,12
Terrorism,9
