name,count
LabourParty,21
JeremyCorbyn,80
TheresaMay,87
Brexit,7
UKGeneralElections,82
AnjemChoudary,7
SunSays,9
UKIP,12
LondonBridgeAttack,144
London,31
Islam,18
Londonterrorattack,49
Manchesterterrorattack,28
Terrorism,36
Manchester,7
terror,25
ISIS,10
Italy,10
MarkZuckerberg,7
Facebook,7
Google,7
Microsoft,7
YouTube,7
JaneMoore,7
ManchesterUnitedtransfernews,6
ManchesterUnited,6
Liverpool,7
Videos,10
BBC,12
Labour,14
DonaldTrump,7
SadiqKhan,14
BorisJohnson,10
Police,10
skynews,7
